CustomerKey;Name;Marital Status;Gender;Education;Occupation;Continent;City;State;CountryRegion;Birth Date
14029;Gonzalez, Brenda;M;F;Partial College;Skilled Manual;Asia;Newcastle;New South Wales;Australia;26/3/1953 0:00
14236;Torres, Monique;M;F;Partial College;Skilled Manual;Asia;Goulburn;New South Wales;Australia;28/12/1962 0:00
14239;Madan, Kristopher;M;M;Partial College;Skilled Manual;Asia;St. Leonards;New South Wales;Australia;16/1/1962 0:00
14241;Rana, Ross;M;M;Partial College;Skilled Manual;Asia;Wollongong;New South Wales;Australia;18/8/1961 0:00
14947;Simon, Britta;M;F;Partial College;Skilled Manual;Asia;Wollongong;New South Wales;Australia;23/3/1953 0:00
15139;Chander, Latoya;M;F;Partial College;Skilled Manual;Asia;Newcastle;New South Wales;Australia;9/3/1962 0:00
15157;Cai, Shannon;M;F;Partial College;Skilled Manual;Asia;Port Macquarie;New South Wales;Australia;6/4/1962 0:00
15163;Malhotra, Toni;M;F;Partial College;Skilled Manual;Asia;Darlinghurst;New South Wales;Australia;10/8/1960 0:00
15164;Cai, Autumn;M;F;Partial College;Skilled Manual;Asia;North Sydney;New South Wales;Australia;18/5/1960 0:00
15563;Wilson, Edward;M;M;Partial College;Skilled Manual;Asia;Coffs Harbour;New South Wales;Australia;24/1/1953 0:00
15571;Gonzales, Hunter;M;M;Partial College;Skilled Manual;Asia;Sydney;New South Wales;Australia;11/5/1955 0:00
15764;Shen, Grant;M;M;Partial College;Skilled Manual;Asia;Goulburn;New South Wales;Australia;13/2/1961 0:00
15765;Li, Alvin;M;M;Partial College;Skilled Manual;Asia;Goulburn;New South Wales;Australia;9/2/1961 0:00
15767;Andersen, Jodi;M;F;Partial College;Skilled Manual;Asia;Port Macquarie;New South Wales;Australia;11/9/1961 0:00
15769;Shen, Cristina;M;F;Partial College;Skilled Manual;Asia;North Ryde;New South Wales;Australia;12/12/1957 0:00
15773;Hu, Jamie;M;F;Partial College;Skilled Manual;Asia;Milsons Point;New South Wales;Australia;20/2/1960 0:00
16500;Kumar, Barbara;M;F;Partial College;Skilled Manual;Asia;Rhodes;New South Wales;Australia;8/7/1955 0:00
16502;Alonso, Darren;M;M;Partial College;Skilled Manual;Asia;Lavender Bay;New South Wales;Australia;25/2/1955 0:00
16702;Arthur, Joel;M;M;Partial College;Skilled Manual;Asia;Darlinghurst;New South Wales;Australia;10/2/1960 0:00
16715;Pal, Omar;M;M;Partial College;Skilled Manual;Asia;Goulburn;New South Wales;Australia;23/3/1961 0:00
16718;Romero, Ebony;M;F;Partial College;Skilled Manual;Asia;Rhodes;New South Wales;Australia;4/2/1961 0:00
16719;Shan, Franklin;M;M;Partial College;Skilled Manual;Asia;St. Leonards;New South Wales;Australia;26/5/1961 0:00
16722;Pal, Clayton;M;M;Partial College;Skilled Manual;Asia;Silverwater;New South Wales;Australia;11/1/1956 0:00
16723;Jai, Melvin;M;M;Partial College;Skilled Manual;Asia;St. Leonards;New South Wales;Australia;2/11/1956 0:00
17318;Weber, Ivan;M;M;Partial College;Skilled Manual;Asia;Silverwater;New South Wales;Australia;2/11/1961 0:00
17325;Martin, Jésus;M;M;Partial College;Skilled Manual;Asia;Darlinghurst;New South Wales;Australia;5/10/1962 0:00
18099;Gill, Jimmy;M;M;Partial College;Skilled Manual;Asia;Matraville;New South Wales;Australia;10/4/1953 0:00
18104;Raji, Karl;M;M;Partial College;Skilled Manual;Asia;Malabar;New South Wales;Australia;8/11/1955 0:00
18300;Kumar, Bethany;M;F;Partial College;Skilled Manual;Asia;Silverwater;New South Wales;Australia;18/10/1960 0:00
18321;Huang, Wesley;M;M;Partial College;Skilled Manual;Asia;Malabar;New South Wales;Australia;14/2/1960 0:00
2039;Pais, Wilson;M;M;Bachelors;Management;Asia;Lane Cove;New South Wales;Australia;1/2/1950 0:00
2142;Hernandez, Walter;M;M;Bachelors;Management;Asia;Silverwater;New South Wales;Australia;8/10/1953 0:00
2159;Xu, Casey;M;F;Bachelors;Management;Asia;Springwood;New South Wales;Australia;14/3/1941 0:00
3100;Lin, Rafael;M;M;Bachelors;Management;Asia;Port Macquarie;New South Wales;Australia;24/11/1939 0:00
3102;Lal, Franklin;M;M;Bachelors;Management;Asia;Newcastle;New South Wales;Australia;11/9/1942 0:00
3287;Hernandez, Kristine;M;F;Bachelors;Management;Asia;Newcastle;New South Wales;Australia;12/4/1959 0:00
4241;Navarro, Monique;M;F;Bachelors;Management;Asia;Port Macquarie;New South Wales;Australia;7/10/1953 0:00
4242;Madan, Geoffrey;M;M;Bachelors;Management;Asia;Milsons Point;New South Wales;Australia;27/5/1953 0:00
4243;Suarez, Neil;M;M;Bachelors;Management;Asia;Sydney;New South Wales;Australia;22/8/1953 0:00
4262;Torres, Carolyn;M;F;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;21/12/1939 0:00
4267;Suarez, Briana;M;F;Bachelors;Management;Asia;Sydney;New South Wales;Australia;10/4/1941 0:00
4831;Alonso, Naomi;M;F;Bachelors;Management;Asia;Matraville;New South Wales;Australia;14/2/1940 0:00
4832;He, Omar;M;M;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;14/2/1940 0:00
5734;Srini, Douglas;M;M;Bachelors;Management;Asia;Springwood;New South Wales;Australia;6/9/1938 0:00
5740;Weber, Cory;M;M;Bachelors;Management;Asia;Silverwater;New South Wales;Australia;27/6/1939 0:00
5742;Xu, Alan;M;M;Bachelors;Management;Asia;Rhodes;New South Wales;Australia;7/9/1940 0:00
5743;Pal, Mitchell;M;M;Bachelors;Management;Asia;Wollongong;New South Wales;Australia;12/11/1940 0:00
5744;Stewart, Ariana;M;F;Bachelors;Management;Asia;Coffs Harbour;New South Wales;Australia;20/5/1942 0:00
5745;Guo, Lacey;M;F;Bachelors;Management;Asia;North Ryde;New South Wales;Australia;15/6/1942 0:00
7223;Suarez, Carolyn;M;F;Bachelors;Management;Asia;St. Leonards;New South Wales;Australia;2/9/1969 0:00
7327;Srini, Jay;M;M;Bachelors;Management;Asia;Matraville;New South Wales;Australia;22/12/1938 0:00
7337;Gonzalez, Carla;M;F;Bachelors;Management;Asia;Malabar;New South Wales;Australia;9/1/1942 0:00
7494;McDonald, Kaitlin;M;F;Bachelors;Management;Asia;Malabar;New South Wales;Australia;3/9/1958 0:00
7495;Young, Marcus;M;M;Bachelors;Management;Asia;Goulburn;New South Wales;Australia;7/5/1958 0:00
7764;Chander, Julie;M;F;Bachelors;Management;Asia;Malabar;New South Wales;Australia;24/2/1938 0:00
7770;Dominguez, Theresa;M;F;Bachelors;Management;Asia;Lane Cove;New South Wales;Australia;3/8/1943 0:00
7933;Chande, Carl;M;M;Bachelors;Management;Asia;Springwood;New South Wales;Australia;4/8/1958 0:00
8624;Tang, Cristina;M;F;Bachelors;Management;Asia;Newcastle;New South Wales;Australia;10/11/1958 0:00
8632;Scott, Timothy;M;M;Bachelors;Management;Asia;Coffs Harbour;New South Wales;Australia;26/3/1953 0:00
8652;Perez, Jarrod;M;M;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;14/11/1939 0:00
8799;Ma, Bianca;M;F;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;10/5/1959 0:00
8808;Zhao, Shannon;M;F;Bachelors;Management;Asia;Silverwater;New South Wales;Australia;24/4/1959 0:00
9284;Shen, Katie;M;F;Bachelors;Management;Asia;Rhodes;New South Wales;Australia;8/12/1940 0:00
9454;Arun, Bryant;M;M;Bachelors;Management;Asia;Springwood;New South Wales;Australia;17/9/1958 0:00
9461;Zeng, Wesley;M;M;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;26/3/1959 0:00
10257;Torres, Meghan;M;F;Bachelors;Management;Asia;Lavender Bay;New South Wales;Australia;12/10/1941 0:00
10573;Ramos, Randall;M;M;Bachelors;Management;Asia;Malabar;New South Wales;Australia;27/4/1971 0:00
11030;Gao, Laura;M;F;Bachelors;Management;Asia;Silverwater;New South Wales;Australia;3/11/1939 0:00
11032;Cai, Jorge;M;M;Bachelors;Management;Asia;Wollongong;New South Wales;Australia;12/8/1940 0:00
11206;Saunders, Bobby;M;M;Bachelors;Management;Asia;Coffs Harbour;New South Wales;Australia;10/8/1958 0:00
11209;Liang, Candice;M;F;Bachelors;Management;Asia;Rhodes;New South Wales;Australia;11/10/1959 0:00
11210;Shen, Cedric;M;M;Bachelors;Management;Asia;Port Macquarie;New South Wales;Australia;12/1/1959 0:00
11211;Yang, Martha;M;F;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;7/4/1959 0:00
11213;Xu, Kara;M;F;Bachelors;Management;Asia;Darlinghurst;New South Wales;Australia;7/3/1959 0:00
11979;Jai, Devon;M;M;Bachelors;Management;Asia;St. Leonards;New South Wales;Australia;26/10/1938 0:00
11988;Dominguez, Jerome;M;M;Bachelors;Management;Asia;Milsons Point;New South Wales;Australia;19/10/1940 0:00
11989;Madan, Patricia;M;F;Bachelors;Management;Asia;Rhodes;New South Wales;Australia;20/3/1940 0:00
12129;Jai, Dylan;M;M;Bachelors;Management;Asia;Wollongong;New South Wales;Australia;27/11/1959 0:00
12130;Ashe, Misty;M;F;Bachelors;Management;Asia;St. Leonards;New South Wales;Australia;4/10/1959 0:00
12564;Chavez, Kurt;M;M;Bachelors;Management;Asia;Sydney;New South Wales;Australia;11/8/1938 0:00
12571;Romero, Deanna;M;F;Bachelors;Management;Asia;Malabar;New South Wales;Australia;3/8/1939 0:00
12572;Guo, Alisha;M;F;Bachelors;Management;Asia;Milsons Point;New South Wales;Australia;23/1/1940 0:00
12575;Hernandez, Ebony;M;F;Bachelors;Management;Asia;Goulburn;New South Wales;Australia;12/9/1943 0:00
12576;Ray, Bobby;M;M;Bachelors;Management;Asia;Milsons Point;New South Wales;Australia;24/11/1943 0:00
13307;Chandra, Molly;M;F;Bachelors;Management;Asia;Springwood;New South Wales;Australia;8/4/1959 0:00
13503;Price, Deb;M;M;Bachelors;Management;Asia;Port Macquarie;New South Wales;Australia;12/8/1940 0:00
13504;Ma, Laura;M;F;Bachelors;Management;Asia;Goulburn;New South Wales;Australia;26/5/1941 0:00
13505;Navarro, Eddie;M;M;Bachelors;Management;Asia;Lane Cove;New South Wales;Australia;3/8/1941 0:00
14268;Malhotra, Arthur;M;M;Bachelors;Management;Asia;Lavender Bay;New South Wales;Australia;22/5/1939 0:00
15192;Wang, Jon;M;M;Bachelors;Management;Asia;Goulburn;New South Wales;Australia;11/3/1943 0:00
15591;Guo, Jorge;M;M;Bachelors;Management;Asia;Darlinghurst;New South Wales;Australia;1/12/1958 0:00
15770;Sai, Holly;M;F;Bachelors;Management;Asia;St. Leonards;New South Wales;Australia;20/5/1936 0:00
15796;Shan, Elijah;M;M;Bachelors;Management;Asia;Wollongong;New South Wales;Australia;13/7/1940 0:00
18319;Perez, Edgar;M;M;Bachelors;Management;Asia;Rhodes;New South Wales;Australia;18/11/1958 0:00
18339;Shan, Bridget;M;F;Bachelors;Management;Asia;Milsons Point;New South Wales;Australia;21/8/1938 0:00
121;Jiménez, Beth;S;F;Bachelors;Management;Asia;Sydney;New South Wales;Australia;9/8/1936 0:00
147;Goel, Karla;S;F;Bachelors;Management;Asia;Matraville;New South Wales;Australia;26/8/1939 0:00
977;Ramos, Audrey;S;F;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;26/5/1959 0:00
1039;Vance, George;S;M;Bachelors;Management;Asia;Darlinghurst;New South Wales;Australia;10/8/1943 0:00
3104;Blanco, Monique;S;F;Bachelors;Management;Asia;Port Macquarie;New South Wales;Australia;6/10/1943 0:00
3323;Thomas, Sydney;S;F;Bachelors;Management;Asia;Coffs Harbour;New South Wales;Australia;10/7/1958 0:00
3347;Perez, Evelyn;S;F;Bachelors;Management;Asia;Goulburn;New South Wales;Australia;1/6/1941 0:00
3348;Goel, Tara;S;F;Bachelors;Management;Asia;Malabar;New South Wales;Australia;17/5/1941 0:00
4235;Moreno, Kathleen;S;F;Bachelors;Management;Asia;Springwood;New South Wales;Australia;25/7/1958 0:00
4266;Malhotra, Kristopher;S;M;Bachelors;Management;Asia;North Ryde;New South Wales;Australia;18/8/1940 0:00
5709;Sanz, Kellie;S;F;Bachelors;Management;Asia;Lavender Bay;New South Wales;Australia;11/10/1958 0:00
5735;Martinez, Emma;S;F;Bachelors;Management;Asia;Sydney;New South Wales;Australia;23/3/1938 0:00
6351;Dominguez, Ebony;S;F;Bachelors;Management;Asia;Rhodes;New South Wales;Australia;14/3/1939 0:00
7304;Serrano, Shannon;S;M;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;10/7/1958 0:00
7493;Johnston, Tamara;S;F;Bachelors;Management;Asia;St. Leonards;New South Wales;Australia;13/10/1958 0:00
8106;Dominguez, Stacy;S;F;Bachelors;Management;Asia;Matraville;New South Wales;Australia;3/4/1971 0:00
8797;Xie, Marshall;S;M;Bachelors;Management;Asia;Goulburn;New South Wales;Australia;13/11/1958 0:00
9283;Xu, Trisha;S;F;Bachelors;Management;Asia;North Ryde;New South Wales;Australia;1/1/1939 0:00
10259;Serrano, Alfredo;S;M;Bachelors;Management;Asia;Matraville;New South Wales;Australia;22/11/1943 0:00
10574;Munoz, Jimmy;S;M;Bachelors;Management;Asia;Rhodes;New South Wales;Australia;3/8/1969 0:00
12124;Kelly, Zoe;S;F;Bachelors;Management;Asia;Goulburn;New South Wales;Australia;2/9/1959 0:00
12346;Lal, Mario;S;M;Bachelors;Management;Asia;North Ryde;New South Wales;Australia;21/6/1958 0:00
12347;Raji, Carly;S;F;Bachelors;Management;Asia;Rhodes;New South Wales;Australia;23/8/1959 0:00
12349;Chen, Tiffany;S;F;Bachelors;Management;Asia;Matraville;New South Wales;Australia;23/1/1959 0:00
13305;Serrano, Beth;S;F;Bachelors;Management;Asia;Milsons Point;New South Wales;Australia;25/5/1958 0:00
13308;Sara, Tina;S;F;Bachelors;Management;Asia;Milsons Point;New South Wales;Australia;16/2/1959 0:00
13486;Ma, Franklin;S;M;Bachelors;Management;Asia;Coffs Harbour;New South Wales;Australia;8/9/1953 0:00
14243;Hu, Susan;S;F;Bachelors;Management;Asia;North Ryde;New South Wales;Australia;21/4/1958 0:00
14264;Carlson, Audrey;S;F;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;14/9/1938 0:00
14272;Shan, Mario;S;M;Bachelors;Management;Asia;Port Macquarie;New South Wales;Australia;28/11/1943 0:00
15168;Zhao, Jaclyn;S;F;Bachelors;Management;Asia;St. Leonards;New South Wales;Australia;21/5/1953 0:00
15191;Suri, Arthur;S;M;Bachelors;Management;Asia;Malabar;New South Wales;Australia;15/8/1941 0:00
15797;Raji, Warren;S;M;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;22/3/1941 0:00
16516;Becker, Keith;S;M;Bachelors;Management;Asia;Coffs Harbour;New South Wales;Australia;12/3/1958 0:00
16517;Murphy, Charles;S;M;Bachelors;Management;Asia;Sydney;New South Wales;Australia;12/5/1959 0:00
16520;Li, Alejandro;S;M;Bachelors;Management;Asia;Matraville;New South Wales;Australia;3/4/1959 0:00
16746;Sanchez, Levi;S;M;Bachelors;Management;Asia;Lavender Bay;New South Wales;Australia;13/3/1943 0:00
17138;Lopez, Kristi;S;F;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;27/9/1958 0:00
17349;Jai, Nichole;S;F;Bachelors;Management;Asia;North Sydney;New South Wales;Australia;5/4/1939 0:00
17353;Sanz, Meghan;S;F;Bachelors;Management;Asia;Coffs Harbour;New South Wales;Australia;9/6/1943 0:00
18120;Oliver, Lee;S;M;Bachelors;Management;Asia;Malabar;New South Wales;Australia;13/10/1958 0:00
18345;Ye, Gilbert;S;M;Bachelors;Management;Asia;Lane Cove;New South Wales;Australia;10/11/1942 0:00
18346;Diaz, Randall;S;M;Bachelors;Management;Asia;Newcastle;New South Wales;Australia;26/2/1942 0:00
368;Nara, Calvin;M;M;Bachelors;Clerical;Asia;North Sydney;New South Wales;Australia;22/2/1979 0:00
1245;Huang, Amy;M;F;Bachelors;Clerical;Asia;Rhodes;New South Wales;Australia;22/11/1980 0:00
1248;Raman, Brandy;S;F;Bachelors;Clerical;Asia;Darlinghurst;New South Wales;Australia;18/10/1979 0:00
1250;Cai, Jessie;M;M;Bachelors;Clerical;Asia;Matraville;New South Wales;Australia;16/9/1978 0:00
1588;Travers, Danny;S;M;Bachelors;Clerical;Asia;Milsons Point;New South Wales;Australia;20/8/1978 0:00
2525;Blanco, Cheryl;M;F;Bachelors;Clerical;Asia;Sydney;New South Wales;Australia;11/8/1978 0:00
2526;Van, Cassandra;M;F;Bachelors;Clerical;Asia;Lavender Bay;New South Wales;Australia;9/2/1978 0:00
3130;Martinez, Monica;M;F;Bachelors;Clerical;Asia;Silverwater;New South Wales;Australia;18/10/1979 0:00
3131;Serrano, Rebekah;M;F;Bachelors;Clerical;Asia;Malabar;New South Wales;Australia;14/3/1979 0:00
3132;Navarro, Javier;M;M;Bachelors;Clerical;Asia;Coffs Harbour;New South Wales;Australia;16/8/1978 0:00
4037;She, Derek;S;M;Bachelors;Clerical;Asia;Silverwater;New South Wales;Australia;23/8/1979 0:00
4038;Raji, Jaime;S;M;Bachelors;Clerical;Asia;Rhodes;New South Wales;Australia;23/8/1979 0:00
4039;Yang, Cedric;M;M;Bachelors;Clerical;Asia;Milsons Point;New South Wales;Australia;12/7/1978 0:00
4646;Gill, Javier;M;M;Bachelors;Clerical;Asia;Newcastle;New South Wales;Australia;12/3/1979 0:00
5526;Liang, Martha;M;F;Bachelors;Clerical;Asia;Goulburn;New South Wales;Australia;25/5/1978 0:00
5528;Arun, Cory;S;M;Bachelors;Clerical;Asia;Milsons Point;New South Wales;Australia;20/6/1978 0:00
5530;Gutierrez, Jonathon;M;M;Bachelors;Clerical;Asia;Goulburn;New South Wales;Australia;28/7/1977 0:00
6733;Rodriguez, Allen;M;M;Bachelors;Clerical;Asia;Newcastle;New South Wales;Australia;18/8/1979 0:00
6734;Gill, Alberto;M;M;Bachelors;Clerical;Asia;Malabar;New South Wales;Australia;27/8/1979 0:00
6919;Zeng, Suzanne;M;F;Bachelors;Clerical;Asia;Springwood;New South Wales;Australia;12/10/1978 0:00
6921;Yuan, Bradley;S;M;Bachelors;Clerical;Asia;North Ryde;New South Wales;Australia;16/3/1978 0:00
6923;Schmidt, Shane;M;M;Bachelors;Clerical;Asia;Lane Cove;New South Wales;Australia;16/3/1978 0:00
6926;Raji, Bradley;S;M;Bachelors;Clerical;Asia;Darlinghurst;New South Wales;Australia;20/9/1977 0:00
6927;Ramos, Carolyn;M;F;Bachelors;Clerical;Asia;Springwood;New South Wales;Australia;4/11/1977 0:00
8272;Fernandez, Kristopher;M;M;Bachelors;Clerical;Asia;Port Macquarie;New South Wales;Australia;15/5/1978 0:00
9160;Zhu, Ernest;M;M;Bachelors;Clerical;Asia;Matraville;New South Wales;Australia;4/6/1979 0:00
9817;Ross, Connor;M;M;Bachelors;Clerical;Asia;Port Macquarie;New South Wales;Australia;12/7/1980 0:00
9820;Madan, Raymond;S;M;Bachelors;Clerical;Asia;Port Macquarie;New South Wales;Australia;21/2/1979 0:00
9986;Liu, Autumn;M;F;Bachelors;Clerical;Asia;Sydney;New South Wales;Australia;17/1/1980 0:00
9998;Ashe, Joanna;M;F;Bachelors;Clerical;Asia;Lane Cove;New South Wales;Australia;10/7/1979 0:00
10001;Perez, Geoffrey;M;M;Bachelors;Clerical;Asia;Darlinghurst;New South Wales;Australia;26/3/1978 0:00
11412;He, Amy;S;F;Bachelors;Clerical;Asia;Wollongong;New South Wales;Australia;5/11/1978 0:00
11577;Xu, Tony;S;M;Bachelors;Clerical;Asia;North Ryde;New South Wales;Australia;24/12/1980 0:00
11578;Sai, Bryant;M;M;Bachelors;Clerical;Asia;Port Macquarie;New South Wales;Australia;2/6/1980 0:00
11582;Vazquez, Theresa;M;F;Bachelors;Clerical;Asia;Wollongong;New South Wales;Australia;20/8/1979 0:00
13007;Deng, Peter;S;M;Bachelors;Clerical;Asia;Rhodes;New South Wales;Australia;4/10/1979 0:00
13008;Huang, Randy;S;M;Bachelors;Clerical;Asia;Wollongong;New South Wales;Australia;27/3/1979 0:00
13009;Munoz, Monique;M;F;Bachelors;Clerical;Asia;St. Leonards;New South Wales;Australia;17/1/1979 0:00
13178;Gill, Gina;S;F;Bachelors;Clerical;Asia;Goulburn;New South Wales;Australia;4/2/1977 0:00
14560;Sanchez, Troy;S;M;Bachelors;Clerical;Asia;Lane Cove;New South Wales;Australia;10/9/1980 0:00
14563;Sharma, Bonnie;M;F;Bachelors;Clerical;Asia;Malabar;New South Wales;Australia;9/10/1979 0:00
14564;Serrano, Natasha;S;F;Bachelors;Clerical;Asia;Springwood;New South Wales;Australia;28/4/1978 0:00
14711;Gill, Diana;M;F;Bachelors;Clerical;Asia;Lavender Bay;New South Wales;Australia;21/11/1979 0:00
14715;Gutierrez, Darren;S;M;Bachelors;Clerical;Asia;Rhodes;New South Wales;Australia;3/9/1978 0:00
14716;Sara, Tabitha;S;F;Bachelors;Clerical;Asia;North Ryde;New South Wales;Australia;21/7/1978 0:00
14717;Gao, Edwin;S;M;Bachelors;Clerical;Asia;Port Macquarie;New South Wales;Australia;25/11/1978 0:00
14718;Guo, Ernest;M;M;Bachelors;Clerical;Asia;Milsons Point;New South Wales;Australia;18/3/1978 0:00
16864;Ruiz, Carolyn;M;F;Bachelors;Clerical;Asia;Newcastle;New South Wales;Australia;25/7/1980 0:00
16865;Luo, Shaun;S;M;Bachelors;Clerical;Asia;North Ryde;New South Wales;Australia;23/5/1980 0:00
16874;Xu, Dawn;M;F;Bachelors;Clerical;Asia;Wollongong;New South Wales;Australia;3/4/1978 0:00
16875;Zhao, Randy;S;M;Bachelors;Clerical;Asia;Coffs Harbour;New South Wales;Australia;18/6/1978 0:00
17488;Gill, Gerald;S;M;Bachelors;Clerical;Asia;Silverwater;New South Wales;Australia;3/10/1978 0:00
452;Muñoz, Ruben;S;M;Bachelors;Professional;Asia;Newcastle;New South Wales;Australia;9/11/1974 0:00
462;Jimenez, Victor;S;M;Bachelors;Professional;Asia;Lavender Bay;New South Wales;Australia;25/3/1972 0:00
901;Carlson, Byron;S;M;Bachelors;Professional;Asia;Newcastle;New South Wales;Australia;7/3/1970 0:00
916;Carlson, Philip;S;M;Bachelors;Professional;Asia;Port Macquarie;New South Wales;Australia;16/3/1968 0:00
918;Sanz, Roy;S;M;Bachelors;Professional;Asia;Darlinghurst;New South Wales;Australia;22/10/1965 0:00
1338;Goldstein, Dustin;S;M;Bachelors;Professional;Asia;Lavender Bay;New South Wales;Australia;9/10/1975 0:00
1347;Gao, Wesley;S;M;Bachelors;Professional;Asia;Silverwater;New South Wales;Australia;22/5/1975 0:00
1670;Schmidt, Irving;S;M;Bachelors;Professional;Asia;Coffs Harbour;New South Wales;Australia;4/3/1976 0:00
1673;Butler, Carson;S;M;Bachelors;Professional;Asia;Sydney;New South Wales;Australia;7/11/1975 0:00
1681;Sanchez, George;S;M;Bachelors;Professional;Asia;Sydney;New South Wales;Australia;2/7/1972 0:00
1688;Li, Marshall;S;M;Bachelors;Professional;Asia;Coffs Harbour;New South Wales;Australia;20/4/1972 0:00
2105;Becker, Gregory;S;M;Bachelors;Professional;Asia;Darlinghurst;New South Wales;Australia;12/4/1963 0:00
2114;Sanchez, Bryant;S;M;Bachelors;Professional;Asia;Goulburn;New South Wales;Australia;14/7/1966 0:00
2133;Vazquez, Casey;S;M;Bachelors;Professional;Asia;Sydney;New South Wales;Australia;21/2/1959 0:00
2134;Kennedy, Devon;S;M;Bachelors;Professional;Asia;North Sydney;New South Wales;Australia;19/8/1959 0:00
2621;Ye, Damien;S;M;Bachelors;Professional;Asia;Coffs Harbour;New South Wales;Australia;1/2/1976 0:00
2634;Ramos, Juan;S;M;Bachelors;Professional;Asia;North Ryde;New South Wales;Australia;12/3/1972 0:00
3213;Madan, Erick;S;M;Bachelors;Professional;Asia;Darlinghurst;New South Wales;Australia;3/5/1975 0:00
3218;Lopez, Terrance;S;M;Bachelors;Professional;Asia;Coffs Harbour;New South Wales;Australia;25/4/1974 0:00
3222;Zhao, Glenn;S;M;Bachelors;Professional;Asia;St. Leonards;New South Wales;Australia;5/4/1972 0:00
3318;Liang, Steve;S;M;Bachelors;Professional;Asia;Lavender Bay;New South Wales;Australia;22/8/1962 0:00
3677;Wang, Micah;S;M;Bachelors;Professional;Asia;Goulburn;New South Wales;Australia;26/1/1967 0:00
4128;Yang, Wesley;S;M;Bachelors;Professional;Asia;Lane Cove;New South Wales;Australia;14/2/1975 0:00
4131;Ma, Roger;S;M;Bachelors;Professional;Asia;Springwood;New South Wales;Australia;14/9/1973 0:00
4136;Kumar, Derek;S;M;Bachelors;Professional;Asia;Sydney;New South Wales;Australia;15/2/1972 0:00
4221;Liu, Micah;S;M;Bachelors;Professional;Asia;Darlinghurst;New South Wales;Australia;10/9/1964 0:00
4222;Arun, Troy;S;M;Bachelors;Professional;Asia;Matraville;New South Wales;Australia;11/3/1964 0:00
4225;Gutierrez, Pedro;S;M;Bachelors;Professional;Asia;North Sydney;New South Wales;Australia;9/2/1964 0:00
4228;Malhotra, Harold;S;M;Bachelors;Professional;Asia;Newcastle;New South Wales;Australia;15/6/1963 0:00
4597;Goel, Gilbert;S;M;Bachelors;Professional;Asia;St. Leonards;New South Wales;Australia;2/1/1966 0:00
4732;Chavez, Corey;S;M;Bachelors;Professional;Asia;Wollongong;New South Wales;Australia;20/3/1971 0:00
4801;Serrano, Alberto;S;M;Bachelors;Professional;Asia;Lane Cove;New South Wales;Australia;11/12/1959 0:00
5170;Lin, Dennis;S;M;Bachelors;Professional;Asia;Wollongong;New South Wales;Australia;17/3/1967 0:00
5176;Shan, Tony;S;M;Bachelors;Professional;Asia;Silverwater;New South Wales;Australia;5/9/1965 0:00
5181;Perez, Kyle;S;M;Bachelors;Professional;Asia;Coffs Harbour;New South Wales;Australia;22/8/1965 0:00
5186;Raji, Grant;S;M;Bachelors;Professional;Asia;Springwood;New South Wales;Australia;13/12/1964 0:00
5607;Blanco, Ricky;S;M;Bachelors;Professional;Asia;Matraville;New South Wales;Australia;9/11/1976 0:00
5612;Rodriguez, Dylan;S;M;Bachelors;Professional;Asia;Port Macquarie;New South Wales;Australia;16/1/1975 0:00
5624;Lal, Andres;S;M;Bachelors;Professional;Asia;Port Macquarie;New South Wales;Australia;4/9/1973 0:00
5629;Prasad, Francisco;S;M;Bachelors;Professional;Asia;Lane Cove;New South Wales;Australia;19/4/1971 0:00
6078;Raman, Ronald;S;M;Bachelors;Professional;Asia;Lane Cove;New South Wales;Australia;28/2/1963 0:00
6247;Wu, Micah;S;M;Bachelors;Professional;Asia;Coffs Harbour;New South Wales;Australia;9/1/1971 0:00
6284;Madan, Henry;S;M;Bachelors;Professional;Asia;St. Leonards;New South Wales;Australia;24/6/1968 0:00
6285;Martin, Gerald;S;M;Bachelors;Professional;Asia;Coffs Harbour;New South Wales;Australia;5/7/1968 0:00
6298;Kumar, Tommy;S;M;Bachelors;Professional;Asia;Matraville;New South Wales;Australia;27/4/1968 0:00
6302;Raji, Nicolas;S;M;Bachelors;Professional;Asia;North Sydney;New South Wales;Australia;2/4/1964 0:00
6321;Zhu, Alan;S;M;Bachelors;Professional;Asia;Darlinghurst;New South Wales;Australia;24/9/1964 0:00
6323;Beck, Derek;S;M;Bachelors;Professional;Asia;Springwood;New South Wales;Australia;20/5/1964 0:00
6333;Green, Jonathan;S;M;Bachelors;Professional;Asia;Goulburn;New South Wales;Australia;2/4/1958 0:00
7194;Yuan, Louis;S;M;Bachelors;Professional;Asia;Lavender Bay;New South Wales;Australia;22/12/1975 0:00
7265;Ma, Jeffery;S;M;Bachelors;Professional;Asia;Darlinghurst;New South Wales;Australia;5/6/1964 0:00
